trace_id,test_id,category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec,total_cost
27e63ff399fab069ef41785df600669a,multi_turn_miss_param_154,multi_turn_miss_param,0,229819,887,20608,9992.130434782608,38.56521739130435,896.0,250.47500000000005,23,1,0,0,0,21,21.0,20,1551,1551.0,77.55,0,0,229819.0,887.0,20608.0,250.47500000000005,10.89021739130435,0.10044475
06cc30378fb0096af230a19e6da36aed,multi_turn_miss_param_153,multi_turn_miss_param,1,186898,789,11072,7188.384615384615,30.346153846153847,425.84615384615387,139.58399999999995,26,6,0,0,0,17,2.8333333333333335,8,1619,323.8,77.0952380952381,0,0,31149.666666666668,131.5,1845.3333333333333,23.263999999999992,5.368615384615382,0.0704465
0cd642c7f5b296bcc33ab92f2021ef6a,multi_turn_miss_param_109,multi_turn_miss_param,0,396981,1232,9792,10729.216216216217,33.2972972972973,264.64864864864865,158.99899999999997,37,8,0,0,0,43,5.375,36,3427,489.57142857142856,110.54838709677419,0,0,49622.625,154.0,1224.0,19.874874999999996,4.297270270270269,0.12129324999999999
0e3bedce2eb1c106f8945fe3ed5a95c5,multi_turn_miss_func_37,multi_turn_miss_func,0,309667,1012,11712,3294.3297872340427,10.76595744680851,124.59574468085107,542.769,94,3,1,0,0,43,14.333333333333334,33,2816,1408.0,67.04761904761905,0,0,103222.33333333333,337.3333333333333,3904.0,180.923,5.774138297872341,0.10286474999999999
12f6989423f7d26d3b96d3e1e0b3209f,multi_turn_miss_param_162,multi_turn_miss_param,0,287127,1059,9920,10254.535714285714,37.82142857142857,354.2857142857143,145.67000000000002,28,7,1,0,0,18,2.5714285714285716,4,1999,333.1666666666667,83.29166666666667,0,0,41018.142857142855,151.28571428571428,1417.142857142857,20.810000000000002,5.202500000000001,0.09373974999999998
1514388be12abd921bb6a2d6661d763e,multi_turn_miss_param_175,multi_turn_miss_param,1,229455,533,11328,10926.42857142857,25.38095238095238,539.4285714285714,135.78699999999998,21,3,0,0,0,15,5.0,8,964,482.0,56.705882352941174,0,0,76485.0,177.66666666666666,3776.0,45.26233333333332,6.466047619047618,0.08108575
21b2ec7c12fd674c416b5ed3e6058b29,multi_turn_miss_param_170,multi_turn_miss_param,1,315475,1894,6272,11266.964285714286,67.64285714285714,224.0,119.60600000000002,28,7,0,0,0,20,2.857142857142857,11,1691,281.8333333333333,73.52173913043478,0,0,45067.857142857145,270.57142857142856,896.0,17.086571428571432,4.271642857142858,0.09520075
229c723308ed2d8fdc94a414924e1ca1,multi_turn_miss_param_188,multi_turn_miss_param,0,312431,924,6592,11571.518518518518,34.22222222222222,244.14814814814815,104.778,27,7,0,0,0,18,2.5714285714285716,7,1808,301.3333333333333,78.6086956521739,0,0,44633.0,132.0,941.7142857142857,14.968285714285715,3.880666666666667,0.09313975
3363df0692c39a7d039d113f62764f50,multi_turn_miss_param_198,multi_turn_miss_param,0,179310,604,6528,12807.857142857143,43.142857142857146,466.2857142857143,90.28300000000002,14,2,0,0,0,13,6.5,4,1147,1147.0,88.23076923076923,0,0,89655.0,302.0,3264.0,45.14150000000001,6.448785714285715,0.0590915
5ec2be93ef90ed86f0ded54ef5044a13,multi_turn_miss_param_112,multi_turn_miss_param,0,235490,815,8640,7359.0625,25.46875,270.0,125.44600000000001,32,1,0,0,0,36,36.0,35,1644,1644.0,82.2,0,0,235490.0,815.0,8640.0,125.44600000000001,3.9201875000000004,0.0777825
