trace_id,test_id,category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec,total_cost,run_id
27e63ff399fab069ef41785df600669a,multi_turn_miss_param_154,multi_turn_miss_param,0,229819,887,20608,9992.130434782608,38.56521739130435,896.0,250.47500000000005,23,1,0,0,0,21,21.0,20,1551,1551.0,77.55,0,0,229819.0,887.0,20608.0,250.47500000000005,10.89021739130435,0.10044475,1
06cc30378fb0096af230a19e6da36aed,multi_turn_miss_param_153,multi_turn_miss_param,1,186898,789,11072,7188.384615384615,30.346153846153847,425.84615384615387,139.58399999999995,26,6,0,0,0,17,2.833333333333333,8,1619,323.8,77.0952380952381,0,0,31149.666666666668,131.5,1845.3333333333333,23.263999999999992,5.368615384615382,0.0704465,1
0cd642c7f5b296bcc33ab92f2021ef6a,multi_turn_miss_param_109,multi_turn_miss_param,0,396981,1232,9792,10729.216216216217,33.2972972972973,264.64864864864865,158.99899999999997,37,8,0,0,0,43,5.375,36,3427,489.57142857142856,110.5483870967742,0,0,49622.625,154.0,1224.0,19.874875,4.297270270270269,0.1212932499999999,1
0e3bedce2eb1c106f8945fe3ed5a95c5,multi_turn_miss_func_37,multi_turn_miss_func,0,309667,1012,11712,3294.3297872340427,10.76595744680851,124.59574468085108,542.769,94,3,1,0,0,43,14.333333333333334,33,2816,1408.0,67.04761904761905,0,0,103222.33333333331,337.3333333333333,3904.0,180.923,5.774138297872341,0.1028647499999999,1
12f6989423f7d26d3b96d3e1e0b3209f,multi_turn_miss_param_162,multi_turn_miss_param,0,287127,1059,9920,10254.535714285714,37.82142857142857,354.2857142857143,145.67000000000002,28,7,1,0,0,18,2.571428571428572,4,1999,333.1666666666667,83.29166666666667,0,0,41018.142857142855,151.28571428571428,1417.142857142857,20.81,5.202500000000001,0.0937397499999999,1
1514388be12abd921bb6a2d6661d763e,multi_turn_miss_param_175,multi_turn_miss_param,1,229455,533,11328,10926.42857142857,25.38095238095238,539.4285714285714,135.78699999999998,21,3,0,0,0,15,5.0,8,964,482.0,56.70588235294117,0,0,76485.0,177.66666666666666,3776.0,45.26233333333332,6.466047619047618,0.08108575,1
21b2ec7c12fd674c416b5ed3e6058b29,multi_turn_miss_param_170,multi_turn_miss_param,1,315475,1894,6272,11266.964285714286,67.64285714285714,224.0,119.60600000000002,28,7,0,0,0,20,2.857142857142857,11,1691,281.8333333333333,73.52173913043478,0,0,45067.857142857145,270.57142857142856,896.0,17.086571428571432,4.271642857142858,0.09520075,1
229c723308ed2d8fdc94a414924e1ca1,multi_turn_miss_param_188,multi_turn_miss_param,0,312431,924,6592,11571.518518518518,34.22222222222222,244.14814814814812,104.778,27,7,0,0,0,18,2.571428571428572,7,1808,301.3333333333333,78.6086956521739,0,0,44633.0,132.0,941.7142857142856,14.968285714285717,3.880666666666667,0.09313975,1
3363df0692c39a7d039d113f62764f50,multi_turn_miss_param_198,multi_turn_miss_param,0,179310,604,6528,12807.857142857143,43.142857142857146,466.2857142857143,90.28300000000002,14,2,0,0,0,13,6.5,4,1147,1147.0,88.23076923076923,0,0,89655.0,302.0,3264.0,45.14150000000001,6.448785714285715,0.0590915,1
5ec2be93ef90ed86f0ded54ef5044a13,multi_turn_miss_param_112,multi_turn_miss_param,0,235490,815,8640,7359.0625,25.46875,270.0,125.446,32,1,0,0,0,36,36.0,35,1644,1644.0,82.2,0,0,235490.0,815.0,8640.0,125.446,3.9201875,0.0777825,1
6ca62c97abd17d361e445833911bf3b7,multi_turn_miss_param_123,multi_turn_miss_param,0,135744,408,12544,5220.923076923077,15.692307692307692,482.46153846153845,156.87599999999995,26,1,0,0,0,21,21.0,20,1100,1100.0,55.0,0,0,135744.0,408.0,12544.0,156.87599999999995,6.033692307692306,0.05984,1
6e354dd79dfebdfeb3ee4e0f215eb02b,multi_turn_miss_param_183,multi_turn_miss_param,1,283426,765,5184,11337.04,30.6,207.36,86.14,25,7,0,0,0,15,2.142857142857143,5,1354,225.66666666666663,64.47619047619048,0,0,40489.42857142857,109.28571428571428,740.5714285714286,12.305714285714286,3.4456,0.0827545,1
6fb8e558101063dc396b659306b53f06,multi_turn_miss_param_158,multi_turn_miss_param,0,214940,1323,13440,7411.724137931034,45.62068965517241,463.44827586206895,159.799,29,4,0,0,0,25,6.25,16,2142,714.0,89.25,0,0,53735.0,330.75,3360.0,39.94975,5.5103103448275865,0.0832609999999999,1
8641b88c15b5cffa572d3d7c865b8416,multi_turn_miss_param_189,multi_turn_miss_param,1,209755,733,6336,11653.055555555557,40.72222222222222,352.0,97.77000000000002,18,4,0,0,0,17,4.25,9,1373,457.6666666666667,91.53333333333332,0,0,52438.75,183.25,1584.0,24.44250000000001,5.431666666666668,0.0665767499999999,1
95913480002c80df4f2cd90765b81307,multi_turn_miss_param_194,multi_turn_miss_param,0,207019,1280,14592,8280.76,51.2,583.68,185.54900000000004,25,7,0,0,0,19,2.7142857142857144,10,1927,321.1666666666667,83.78260869565217,0,0,29574.14285714286,182.8571428571429,2084.5714285714284,26.507000000000005,7.421960000000001,0.0834987499999999,1
9f9b486908af3542742b049d298c75e6,multi_turn_miss_param_197,multi_turn_miss_param,0,173999,890,5760,10874.9375,55.625,360.0,119.346,16,4,0,0,0,12,3.0,6,1357,452.3333333333333,90.46666666666668,0,0,43499.75,222.5,1440.0,29.8365,7.459124999999999,0.0567997499999999,1
c806e65848190d2f49a50c311f3fec96,multi_turn_miss_param_186,multi_turn_miss_param,1,326429,972,10944,12554.96153846154,37.38461538461539,420.9230769230769,152.89,26,7,0,0,0,18,2.571428571428572,9,1583,263.8333333333333,65.95833333333333,0,0,46632.71428571428,138.85714285714286,1563.428571428571,21.841428571428573,5.880384615384616,0.1054392499999999,1
ce5bfc4cf8902c2ea3444b7cc5a7c8b1,multi_turn_miss_param_181,multi_turn_miss_param,0,272268,790,4800,10471.846153846154,30.384615384615383,184.6153846153846,92.857,26,6,0,0,0,18,3.0,8,1480,296.0,64.34782608695652,0,0,45378.0,131.66666666666666,800.0,15.476166666666664,3.571423076923076,0.079247,1
ee7c031f5dc72dd931cc1f2f2b331f3c,multi_turn_miss_param_199,multi_turn_miss_param,0,207429,826,6016,9877.57142857143,39.333333333333336,286.4761904761905,99.116,21,6,0,0,0,15,2.5,4,1503,300.6,83.5,0,0,34571.5,137.66666666666666,1002.6666666666666,16.519333333333332,4.719809523809524,0.06554125,1
fc5fdd3144888a78b77873ad25c7f716,multi_turn_miss_param_190,multi_turn_miss_param,0,285442,1808,7552,11417.68,72.32,302.08,123.369,25,6,0,0,0,20,3.333333333333333,12,3046,609.2,132.43478260869566,0,0,47573.66666666666,301.3333333333333,1258.6666666666667,20.5615,4.934760000000001,0.0900805,1
fdf45b72bedaab6d0c9f77e11473e7a2,multi_turn_miss_param_180,multi_turn_miss_param,0,300943,1617,4736,10377.344827586208,55.75862068965517,163.31034482758622,97.956,29,7,0,0,0,20,2.857142857142857,6,2444,407.3333333333333,97.76,0,0,42991.857142857145,231.0,676.5714285714286,13.993714285714288,3.377793103448276,0.0879417499999999,1
0015b4b3b67e52fa12eee180c718d0ea,multi_turn_miss_func_139,multi_turn_miss_func,1,137691,496,8128,9835.07142857143,35.42857142857143,580.5714285714286,146.425,14,3,0,0,0,14,4.666666666666667,11,799,399.5,66.58333333333333,0,0,45897.0,165.33333333333334,2709.333333333333,48.80833333333334,10.458928571428572,0.0516707499999999,1
002abf08849a4156bd276576a8766de2,simple_javascript_40,simple_javascript,1,791,39,320,791.0,39.0,320.0,6.386,1,1,0,0,0,1,1.0,0,791,791.0,0.0,0,0,791.0,39.0,320.0,6.386,6.386,0.0009157499999999,1
003a3f73534d7d3dc20fd48c0b2deacd,multi_turn_base_90,multi_turn_base,1,219339,396,1664,12902.29411764706,23.294117647058822,97.88235294117646,73.452,17,4,0,0,0,14,3.5,5,882,294.0,55.125,0,0,54834.75,99.0,416.0,18.363,4.320705882352941,0.0589547499999999,1
0069e47a9c02aee80224c15c4800ed32,simple_python_96,simple_python,1,664,52,320,664.0,52.0,320.0,4.951,1,1,0,0,0,1,1.0,0,664,664.0,0.0,0,0,664.0,52.0,320.0,4.951,4.951,0.00091,1
007a0a4495a056240bf57a6bf80c315a,multi_turn_base_35,multi_turn_base,1,155471,322,1344,11105.07142857143,23.0,96.0,65.27600000000001,14,3,0,0,0,11,3.6666666666666665,3,586,293.0,45.07692307692308,0,0,51823.66666666666,107.33333333333331,448.0,21.75866666666667,4.66257142857143,0.04219975,1
0095e3c040f31aa36a3af2784844dd2a,multi_turn_long_context_171,multi_turn_long_context,0,319513,818,11968,3399.074468085106,8.702127659574469,127.3191489361702,210.597,94,3,0,0,0,21,7.0,9,5937,2968.5,282.7142857142857,0,0,106504.33333333331,272.6666666666667,3989.3333333333335,70.199,2.2403936170212764,0.10545025,1
017835a2dd3e01472ea097414bbf44fc,multi_turn_miss_func_131,multi_turn_miss_func,0,291143,3300,5376,8087.305555555556,91.66666666666669,149.33333333333334,202.953,36,8,0,0,0,25,3.125,14,2135,305.0,71.16666666666667,0,0,36392.875,412.5,672.0,25.369125,5.637583333333334,0.0901377499999999,1
017ec8ebd8b9b69f5ec68a69a497aeff,multi_turn_miss_func_20,multi_turn_miss_func,1,264509,868,12800,4198.555555555556,13.77777777777778,203.1746031746032,210.837,63,3,0,0,0,20,6.666666666666667,11,1612,806.0,73.27272727272727,0,0,88169.66666666667,289.3333333333333,4266.666666666667,70.27899999999998,3.346619047619047,0.09346325,1
019bc4bfca9da4ca75a168060ae0d2c3,multiple_174,multiple,1,863,36,192,863.0,36.0,192.0,3.459,1,1,0,0,0,1,1.0,0,863,863.0,0.0,0,0,863.0,36.0,192.0,3.459,3.459,0.00067175,1
01ae55b936497ce179f327874d1ccfc0,multi_turn_long_context_62,multi_turn_long_context,1,222546,312,2496,9675.91304347826,13.565217391304348,108.52173913043478,44.103,23,4,0,0,0,11,2.75,2,6263,2087.6666666666665,447.3571428571428,0,0,55636.5,78.0,624.0,11.02575,1.9175217391304349,0.0612525,1
01bd40baa80598eb30165ca920badcd6,multi_turn_long_context_72,multi_turn_long_context,0,252980,604,2624,5883.2558139534885,14.046511627906977,61.02325581395349,73.11999999999998,43,5,0,0,0,14,2.8,4,4715,1178.75,261.94444444444446,0,0,50596.0,120.8,524.8,14.623999999999995,1.7004651162790692,0.069701,1
01d509fbe2b14d11eeab832c9a3f3907,multi_turn_miss_func_55,multi_turn_miss_func,0,239150,700,5504,4982.291666666667,14.583333333333334,114.66666666666669,100.60799999999996,48,6,0,0,0,18,3.0,7,1635,327.0,81.75,0,0,39858.333333333336,116.66666666666669,917.3333333333334,16.767999999999994,2.095999999999999,0.0721955,1
