trace_id_ptc,test_id,category_ptc,success_ptc,total_input_tokens_ptc,total_output_tokens_ptc,total_thinking_tokens_ptc,avg_input_tokens_per_step_ptc,avg_output_tokens_per_step_ptc,avg_thinking_tokens_per_step_ptc,total_llm_latency_sec_ptc,step_count_ptc,turn_count_ptc,error_ptc,runtime_error_count_ptc,tool_error_count_ptc,tool_call_count_ptc,avg_tool_calls_per_turn_ptc,redundant_tool_calls_ptc,context_growth_total_ptc,avg_context_growth_per_turn_ptc,avg_context_growth_per_step_ptc,self_corrected_runtime_ptc,self_corrected_tool_ptc,avg_input_tokens_per_turn_ptc,avg_output_tokens_per_turn_ptc,avg_thinking_tokens_per_turn_ptc,avg_llm_latency_per_turn_sec_ptc,avg_llm_latency_per_step_sec_ptc,total_cost_ptc,context_bin_ptc,trace_id_reg,category_reg,success_reg,total_input_tokens_reg,total_output_tokens_reg,total_thinking_tokens_reg,avg_input_tokens_per_step_reg,avg_output_tokens_per_step_reg,avg_thinking_tokens_per_step_reg,total_llm_latency_sec_reg,step_count_reg,turn_count_reg,error_reg,runtime_error_count_reg,tool_error_count_reg,tool_call_count_reg,avg_tool_calls_per_turn_reg,redundant_tool_calls_reg,context_growth_total_reg,avg_context_growth_per_turn_reg,avg_context_growth_per_step_reg,self_corrected_runtime_reg,self_corrected_tool_reg,avg_input_tokens_per_turn_reg,avg_output_tokens_per_turn_reg,avg_thinking_tokens_per_turn_reg,avg_llm_latency_per_turn_sec_reg,avg_llm_latency_per_step_sec_reg,total_cost_reg,context_bin_reg
000b81fe97db8b092982a24f46544429,live_simple_21-4-1,live_simple,1,979,50,384,979.0,50.0,384.0,6.062,1,1,0,0,0,1,1.0,0,979,979.0,0.0,0,0,979.0,50.0,384.0,6.062,6.062,0.00111275,"(-0.001, 992.0]",a2547c36b590d7969b33c8ecf436079f,live_simple,1,589,33,64,589.0,33.0,64.0,2.03,1,1,0,0,0,1,1.0,0,589,589.0,0.0,0,0,589.0,33.0,64.0,2.03,2.03,0.00034125,"(208.999, 612.0]"
0046700c0a4afe920db8854dc1fc9b51,simple_python_382,simple_python,1,994,71,512,994.0,71.0,512.0,9.454,1,1,0,0,0,1,1.0,0,994,994.0,0.0,0,0,994.0,71.0,512.0,9.454,9.454,0.0014145,"(992.0, 1245.0]",4699b474c44ae6a501f4fc821f7db12e,simple_python,1,668,51,192,668.0,51.0,192.0,3.7119999999999997,1,1,0,0,0,1,1.0,0,668,668.0,0.0,0,0,668.0,51.0,192.0,3.7119999999999997,3.7119999999999997,0.000653,"(612.0, 983.0]"
0098f5d805635cce672e69acb35042ef,simple_python_146,simple_python,1,959,46,448,959.0,46.0,448.0,9.786,1,1,0,0,0,1,1.0,0,959,959.0,0.0,0,0,959.0,46.0,448.0,9.786,9.786,0.0012277500000000001,"(-0.001, 992.0]",c923f3894fd810c8c757955a097d533c,simple_python,1,570,32,128,570.0,32.0,128.0,3.31,1,1,0,0,0,1,1.0,0,570,570.0,0.0,0,0,570.0,32.0,128.0,3.31,3.31,0.00046249999999999997,"(208.999, 612.0]"
009c84460b46b91e9cfbac58853fbadf,simple_python_61,simple_python,1,979,54,448,979.0,54.0,448.0,6.431,1,1,0,0,0,1,1.0,0,979,979.0,0.0,0,0,979.0,54.0,448.0,6.431,6.431,0.00124875,"(-0.001, 992.0]",10c7835385338cdc8daa96a6487e7b4e,simple_python,1,610,35,128,610.0,35.0,128.0,3.438,1,1,0,0,0,1,1.0,0,610,610.0,0.0,0,0,610.0,35.0,128.0,3.438,3.438,0.0004785,"(208.999, 612.0]"
00a748719a7dcf4d2b11272ad8535843,live_multiple_895-185-5,live_multiple,1,1701,63,384,1701.0,63.0,384.0,9.198,1,1,0,0,0,1,1.0,0,1701,1701.0,0.0,0,0,1701.0,63.0,384.0,9.198,9.198,0.00131925,"(1245.0, 1815.4]",897a05b38441758e05eb56a3a81bde9f,live_multiple,1,2342,44,192,2342.0,44.0,192.0,4.101,1,1,0,0,0,1,1.0,0,2342,2342.0,0.0,0,0,2342.0,44.0,192.0,4.101,4.101,0.0010575,"(1786.0, 11069.0]"
00cc82b9b18b0a550c7fcb5169759548,live_irrelevance_621-196-2,live_irrelevance,1,4681,474,960,2340.5,237.0,480.0,18.647,2,1,0,0,0,1,1.0,0,475,475.0,475.0,0,0,4681.0,474.0,960.0,18.647,9.3235,0.004038249999999999,"(1815.4, 19746.2]",ad689a65a9fa17149fe1383319982182,live_irrelevance,1,3378,132,1344,3378.0,132.0,1344.0,13.306,1,1,0,0,0,0,0.0,0,3378,3378.0,0.0,0,0,3378.0,132.0,1344.0,13.306,13.306,0.0037965,"(1786.0, 11069.0]"
011d2f1de2ae319ddfa6d7b2b2a260a7,live_irrelevance_877-362-0,live_irrelevance,1,5286,458,1024,2643.0,229.0,512.0,34.481,2,1,0,0,0,1,1.0,0,516,516.0,516.0,0,0,5286.0,458.0,1024.0,34.481,17.2405,0.0042855,"(1815.4, 19746.2]",e88b8f45ee39744eedc3a9bf1145dbea,live_irrelevance,1,4018,99,1216,4018.0,99.0,1216.0,12.985,1,1,0,0,0,0,0.0,0,4018,4018.0,0.0,0,0,4018.0,99.0,1216.0,12.985,12.985,0.0036344999999999993,"(1786.0, 11069.0]"
01232556a8efb567be03693c38ef9954,live_simple_237-125-0,live_simple,1,986,53,448,986.0,53.0,448.0,6.147,1,1,0,0,0,1,1.0,0,986,986.0,0.0,0,0,986.0,53.0,448.0,6.147,6.147,0.0012484999999999998,"(-0.001, 992.0]",6f3c7d481c2e80199c82b37391d4532e,live_simple,1,638,41,256,638.0,41.0,256.0,3.768,1,1,0,0,0,1,1.0,0,638,638.0,0.0,0,0,638.0,41.0,256.0,3.768,3.768,0.0007535,"(612.0, 983.0]"
0130d7ba0911e43965372550ae8efe78,live_multiple_43-16-2,live_multiple,1,1072,42,832,1072.0,42.0,832.0,11.089,1,1,0,0,0,1,1.0,0,1072,1072.0,0.0,0,0,1072.0,42.0,832.0,11.089,11.089,0.002016,"(992.0, 1245.0]",27144f80691bff139a74f6d83e0e7602,live_multiple,1,837,25,128,837.0,25.0,128.0,2.2720000000000002,1,1,0,0,0,1,1.0,0,837,837.0,0.0,0,0,837.0,25.0,128.0,2.2720000000000002,2.2720000000000002,0.00051525,"(612.0, 983.0]"
0144cb30172171dff7980bfb68c3e334,live_irrelevance_283-65-0,live_irrelevance,1,1211,137,896,1211.0,137.0,896.0,21.088,1,1,0,0,0,0,0.0,0,1211,1211.0,0.0,0,0,1211.0,137.0,896.0,21.088,21.088,0.0023687499999999998,"(992.0, 1245.0]",8fe36b440871c4e3341bde9f44a8425c,live_irrelevance,1,1202,116,1152,1202.0,116.0,1152.0,11.921,1,1,0,0,0,0,0.0,0,1202,1202.0,0.0,0,0,1202.0,116.0,1152.0,11.921,11.921,0.0028365,"(983.0, 1786.0]"
014909305d7c90cc7371917b15ccc5c3,multi_turn_base_150,multi_turn_base,1,15902,308,2176,3975.5,77.0,544.0,31.377,4,2,0,0,0,2,1.0,1,402,402.0,134.0,0,0,7951.0,154.0,1088.0,15.6885,7.84425,0.0089435,"(1815.4, 19746.2]",641d295a915df487fe00e8873ba298c9,multi_turn_base,1,46903,206,768,7817.166666666667,34.333333333333336,128.0,14.816999999999998,6,2,0,0,0,5,2.5,1,333,333.0,66.6,0,0,23451.5,103.0,384.0,7.408499999999999,2.4694999999999996,0.013673749999999998,"(11069.0, 3811226.0]"
017a1229285f68b7ed5a96ff29324066,simple_python_89,simple_python,1,1009,71,704,1009.0,71.0,704.0,9.515,1,1,0,0,0,1,1.0,0,1009,1009.0,0.0,0,0,1009.0,71.0,704.0,9.515,9.515,0.0018022499999999998,"(992.0, 1245.0]",3539c49cbb0cf72cca21c02cbf8d2e3e,simple_python,1,708,50,192,708.0,50.0,192.0,5.9719999999999995,1,1,0,0,0,1,1.0,0,708,708.0,0.0,0,0,708.0,50.0,192.0,5.9719999999999995,5.9719999999999995,0.0006609999999999999,"(612.0, 983.0]"
0187c6db3dee3f91ed00e567cb247751,live_irrelevance_682-221-0,live_irrelevance,1,1571,100,1024,1571.0,100.0,1024.0,14.981,1,1,0,0,0,0,0.0,0,1571,1571.0,0.0,0,0,1571.0,100.0,1024.0,14.981,14.981,0.00264075,"(1245.0, 1815.4]",f3847ccebbea2ebc63d0014cf2af75fb,live_irrelevance,1,2125,32,2240,2125.0,32.0,2240.0,19.401,1,1,0,0,0,0,0.0,0,2125,2125.0,0.0,0,0,2125.0,32.0,2240.0,19.401,19.401,0.005075249999999999,"(1786.0, 11069.0]"
018aaec0a3a5e3ac8702d113e42ff317,simple_java_80,simple_java,1,987,51,512,987.0,51.0,512.0,6.681,1,1,0,0,0,1,1.0,0,987,987.0,0.0,0,0,987.0,51.0,512.0,6.681,6.681,0.00137275,"(-0.001, 992.0]",494c4d35d5add9a7a815a25013a57c7c,simple_java,1,597,32,256,597.0,32.0,256.0,3.352,1,1,0,0,0,1,1.0,0,597,597.0,0.0,0,0,597.0,32.0,256.0,3.352,3.352,0.00072525,"(208.999, 612.0]"
01a3e3fbbfa9670e49f276a276775d0a,live_simple_218-117-10,live_simple,1,1093,63,384,1093.0,63.0,384.0,5.609,1,1,0,0,0,1,1.0,0,1093,1093.0,0.0,0,0,1093.0,63.0,384.0,5.609,5.609,0.00116725,"(992.0, 1245.0]",0de1a813afe87cc6c70f34ba2d852b84,live_simple,1,831,44,128,831.0,44.0,128.0,4.817,1,1,0,0,0,1,1.0,0,831,831.0,0.0,0,0,831.0,44.0,128.0,4.817,4.817,0.0005517499999999999,"(612.0, 983.0]"
01b71bbbe88f6843c0a7722a7217e5e1,irrelevance_105,irrelevance,1,950,532,1216,950.0,532.0,1216.0,24.579,1,1,0,0,0,0,0.0,0,950,950.0,0.0,0,0,950.0,532.0,1216.0,24.579,24.579,0.0037335,"(-0.001, 992.0]",64bd8b40d88350e2c0f93a6eebaf108d,irrelevance,1,552,90,2048,552.0,90.0,2048.0,22.498,1,1,0,0,0,0,0.0,0,552,552.0,0.0,0,0,552.0,90.0,2048.0,22.498,22.498,0.0044139999999999995,"(208.999, 612.0]"
01c8ece0cae2f09ccd36e8dc1d055cda,live_multiple_6-3-1,live_multiple,1,1370,51,576,1370.0,51.0,576.0,8.445,1,1,0,0,0,1,1.0,0,1370,1370.0,0.0,0,0,1370.0,51.0,576.0,8.445,8.445,0.0015965,"(1245.0, 1815.4]",94ab63f4f60cc9c8c775b4d1bb60217a,live_multiple,1,1499,31,128,1499.0,31.0,128.0,2.75,1,1,0,0,0,1,1.0,0,1499,1499.0,0.0,0,0,1499.0,31.0,128.0,2.75,2.75,0.00069275,"(983.0, 1786.0]"
01dcfc7ac6e4888b91b74bf417c17da5,live_simple_121-77-0,live_simple,1,1029,82,448,1029.0,82.0,448.0,9.11,1,1,0,0,0,1,1.0,0,1029,1029.0,0.0,0,0,1029.0,82.0,448.0,9.11,9.11,0.00131725,"(992.0, 1245.0]",c607e6b9838b12ae2e891cbf9eb05c6d,live_simple,1,685,56,64,685.0,56.0,64.0,2.113,1,1,0,0,0,1,1.0,0,685,685.0,0.0,0,0,685.0,56.0,64.0,2.113,2.113,0.00041125,"(612.0, 983.0]"
0206e515c140e23699078764ab77b122,simple_python_294,simple_python,1,948,55,320,948.0,55.0,320.0,6.345,1,1,0,0,0,1,1.0,0,948,948.0,0.0,0,0,948.0,55.0,320.0,6.345,6.345,0.000987,"(-0.001, 992.0]",1c48467ab70e0a436a5ac371fded3cd4,simple_python,1,554,39,256,554.0,39.0,256.0,3.972,1,1,0,0,0,1,1.0,0,554,554.0,0.0,0,0,554.0,39.0,256.0,3.972,3.972,0.0007285,"(208.999, 612.0]"
020e0875cdc55d4cc9527279fdfa10a3,live_simple_166-99-0,live_simple,1,974,45,320,974.0,45.0,320.0,6.061,1,1,0,0,0,1,1.0,0,974,974.0,0.0,0,0,974.0,45.0,320.0,6.061,6.061,0.0009735,"(-0.001, 992.0]",88ec66908c07db3266b146723451d318,live_simple,1,569,27,128,569.0,27.0,128.0,2.496,1,1,0,0,0,1,1.0,0,569,569.0,0.0,0,0,569.0,27.0,128.0,2.496,2.496,0.00045224999999999996,"(208.999, 612.0]"
0224765e1f1ba703d035834093f3ada3,live_multiple_953-201-1,live_multiple,1,1132,61,512,1132.0,61.0,512.0,8.942,1,1,0,0,0,1,1.0,0,1132,1132.0,0.0,0,0,1132.0,61.0,512.0,8.942,8.942,0.001429,"(992.0, 1245.0]",e403e4e71c97f32c16d82c0070495474,live_multiple,1,1033,41,192,1033.0,41.0,192.0,3.054,1,1,0,0,0,1,1.0,0,1033,1033.0,0.0,0,0,1033.0,41.0,192.0,3.054,3.054,0.0007242500000000001,"(983.0, 1786.0]"
029cb4ba64fe7894b510894e3558dc12,multiple_46,multiple,1,1082,51,704,1082.0,51.0,704.0,11.027,1,1,0,0,0,1,1.0,0,1082,1082.0,0.0,0,0,1082.0,51.0,704.0,11.027,11.027,0.0017805,"(992.0, 1245.0]",90fc7d29334df36678d27a87d4ec2201,multiple,1,892,32,0,892.0,32.0,0.0,1.7269999999999999,1,1,0,0,0,1,1.0,0,892,892.0,0.0,0,0,892.0,32.0,0.0,1.7269999999999999,1.7269999999999999,0.000287,"(612.0, 983.0]"
