trace_id_ptc,test_id,category_ptc,success_ptc,total_input_tokens_ptc,total_output_tokens_ptc,total_thinking_tokens_ptc,avg_input_tokens_per_step_ptc,avg_output_tokens_per_step_ptc,avg_thinking_tokens_per_step_ptc,total_llm_latency_sec_ptc,step_count_ptc,turn_count_ptc,error_ptc,runtime_error_count_ptc,tool_error_count_ptc,tool_call_count_ptc,avg_tool_calls_per_turn_ptc,redundant_tool_calls_ptc,context_growth_total_ptc,avg_context_growth_per_turn_ptc,avg_context_growth_per_step_ptc,self_corrected_runtime_ptc,self_corrected_tool_ptc,avg_input_tokens_per_turn_ptc,avg_output_tokens_per_turn_ptc,avg_thinking_tokens_per_turn_ptc,avg_llm_latency_per_turn_sec_ptc,avg_llm_latency_per_step_sec_ptc,total_cost_ptc,context_bin_ptc,trace_id_reg,category_reg,success_reg,total_input_tokens_reg,total_output_tokens_reg,total_thinking_tokens_reg,avg_input_tokens_per_step_reg,avg_output_tokens_per_step_reg,avg_thinking_tokens_per_step_reg,total_llm_latency_sec_reg,step_count_reg,turn_count_reg,error_reg,runtime_error_count_reg,tool_error_count_reg,tool_call_count_reg,avg_tool_calls_per_turn_reg,redundant_tool_calls_reg,context_growth_total_reg,avg_context_growth_per_turn_reg,avg_context_growth_per_step_reg,self_corrected_runtime_reg,self_corrected_tool_reg,avg_input_tokens_per_turn_reg,avg_output_tokens_per_turn_reg,avg_thinking_tokens_per_turn_reg,avg_llm_latency_per_turn_sec_reg,avg_llm_latency_per_step_sec_reg,total_cost_reg,context_bin_reg
000fb77490c234ff498b66602970b266,live_multiple_425-141-14,live_multiple,0,1494,52,1152,1494.0,52.0,1152.0,14.695,1,1,0,0,0,0,0.0,0,1494,1494.0,0.0,0,0,1494.0,52.0,1152.0,14.695,14.695,0.0027815,"(1245.0, 1815.4]",a29f930a866698e9f2bf78b87f6e7325,live_multiple,0,1905,60,832,1905.0,60.0,832.0,8.027,1,1,0,0,0,1,1.0,0,1905,1905.0,0.0,0,0,1905.0,60.0,832.0,8.027,8.027,0.0022602499999999997,"(1786.0, 11069.0]"
004e15d66ef2405f07838c697c9e32c1,multi_turn_miss_param_29,multi_turn_miss_param,0,28186,302,2880,3523.25,37.75,360.0,39.50699999999999,8,4,0,0,0,4,1.0,3,421,140.33333333333334,60.142857142857146,0,0,7046.5,75.5,720.0,9.876749999999998,4.938374999999999,0.013410499999999999,"(19746.2, 16027502.0]",59ac6e431591815f01185192b905e9b6,multi_turn_miss_param,0,59334,210,1280,5394.0,19.09090909090909,116.36363636363636,21.71,11,4,0,0,0,5,1.25,1,325,108.33333333333333,40.625,0,0,14833.5,52.5,320.0,5.4275,1.9736363636363636,0.0178135,"(11069.0, 3811226.0]"
006f2be09de2648be2e704d1184080b9,live_simple_168-99-2,live_simple,0,964,46,1216,964.0,46.0,1216.0,20.265,1,1,0,0,0,1,1.0,0,964,964.0,0.0,0,0,964.0,46.0,1216.0,20.265,20.265,0.0027649999999999997,"(-0.001, 992.0]",0527b8e1138541ed87a2c7a96ba2c6ca,live_simple,0,559,49,896,559.0,49.0,896.0,10.259,1,1,0,0,0,1,1.0,0,559,559.0,0.0,0,0,559.0,49.0,896.0,10.259,10.259,0.00202975,"(208.999, 612.0]"
00701dfd477f54989c69d3a766dc7053,multi_turn_miss_func_92,multi_turn_miss_func,0,163829,2920,18880,5649.275862068966,100.6896551724138,651.0344827586207,226.36900000000003,29,6,0,0,3,23,3.8333333333333335,22,4254,850.8,151.92857142857142,0,0,27304.833333333332,486.6666666666667,3146.6666666666665,37.728166666666674,7.805827586206897,0.08455724999999999,"(19746.2, 16027502.0]",b20fc5abde5a8f06db06a070bcde1cc6,multi_turn_miss_func,0,152813,642,2944,4494.5,18.88235294117647,86.58823529411765,60.165000000000006,34,6,0,0,0,14,2.3333333333333335,4,1221,244.2,67.83333333333333,0,0,25468.833333333332,107.0,490.6666666666667,10.027500000000002,1.769558823529412,0.04537525,"(11069.0, 3811226.0]"
00747d7cfc868efba6b04602567803de,live_irrelevance_232-38-0,live_irrelevance,0,25884,1357,6208,2353.090909090909,123.36363636363636,564.3636363636364,104.27999999999999,11,1,0,0,0,11,11.0,10,2766,2766.0,276.6,0,0,25884.0,1357.0,6208.0,104.27999999999999,9.479999999999999,0.021601000000000002,"(19746.2, 16027502.0]",93d97707982b882185aaba2b32a808f7,live_irrelevance,0,964,49,704,964.0,49.0,704.0,8.905,1,1,0,0,0,1,1.0,0,964,964.0,0.0,0,0,964.0,49.0,704.0,8.905,8.905,0.0017469999999999999,"(612.0, 983.0]"
010615dde7db94f665328fc2b4a12860,live_multiple_507-149-4,live_multiple,0,1972,98,1408,1972.0,98.0,1408.0,22.893,1,1,0,0,0,0,0.0,0,1972,1972.0,0.0,0,0,1972.0,98.0,1408.0,22.893,22.893,0.003505,"(1815.4, 19746.2]",5c47ecb7348a23c6dcafbdd7c54c4922,live_multiple,0,3064,70,1088,3064.0,70.0,1088.0,14.057,1,1,0,0,0,1,1.0,0,3064,3064.0,0.0,0,0,3064.0,70.0,1088.0,14.057,14.057,0.003082,"(1786.0, 11069.0]"
010647b5b0f967403c86a1a93767a8ba,multi_turn_long_context_30,multi_turn_long_context,0,20969,279,3456,5242.25,69.75,864.0,42.589000000000006,4,2,0,0,0,2,1.0,1,408,408.0,136.0,0,0,10484.5,139.5,1728.0,21.294500000000003,10.647250000000001,0.012712249999999998,"(19746.2, 16027502.0]",e7ba6dd7669407ed38bf73e88b399f69,multi_turn_long_context,0,274645,2105,9664,5181.981132075472,39.716981132075475,182.33962264150944,145.86699999999993,53,1,0,0,0,21,21.0,16,5419,5419.0,270.95,0,0,274645.0,2105.0,9664.0,145.86699999999993,2.75220754716981,0.09219925,"(11069.0, 3811226.0]"
019c3e7b030ebc5048673992d7b20c95,live_simple_107-64-0,live_simple,0,1112,197,1600,1112.0,197.0,1600.0,26.515,1,1,0,0,0,1,1.0,0,1112,1112.0,0.0,0,0,1112.0,197.0,1600.0,26.515,26.515,0.0038719999999999996,"(992.0, 1245.0]",6727aa126eb413422a5272d86c2205c7,live_simple,0,793,135,448,793.0,135.0,448.0,6.501,1,1,0,0,0,1,1.0,0,793,793.0,0.0,0,0,793.0,135.0,448.0,6.501,6.501,0.00136425,"(612.0, 983.0]"
019ec0a048eaa425330b131b77230c65,multi_turn_miss_param_156,multi_turn_miss_param,0,88134,2964,7168,5875.6,197.6,477.8666666666667,104.532,15,6,0,0,0,9,1.5,8,1780,356.0,127.14285714285714,0,0,14689.0,494.0,1194.6666666666667,17.422,6.9688,0.0422975,"(19746.2, 16027502.0]",00f5702b9a79f093db671b8f28afed89,multi_turn_miss_param,0,160794,1465,4544,11485.285714285714,104.64285714285714,324.57142857142856,75.10000000000001,14,6,0,0,0,10,1.6666666666666667,1,1655,331.0,127.3076923076923,0,0,26799.0,244.16666666666666,757.3333333333334,12.516666666666667,5.364285714285715,0.0522165,"(11069.0, 3811226.0]"
0204d63d9403386e8e3e312082597ff2,multi_turn_miss_func_197,multi_turn_miss_func,0,41179,451,3584,5147.375,56.375,448.0,47.135,8,4,0,0,0,4,1.0,3,945,315.0,135.0,0,0,10294.75,112.75,896.0,11.78375,5.891875,0.01836475,"(19746.2, 16027502.0]",2533debf2202bb9350fd50b1a5fec403,multi_turn_miss_func,0,144486,696,3968,7224.3,34.8,198.4,61.614,20,4,0,0,0,12,3.0,5,1174,391.3333333333333,90.3076923076923,0,0,36121.5,174.0,992.0,15.4035,3.0806999999999998,0.0454495,"(11069.0, 3811226.0]"
0226137efbcd015a5f1abd8979a0614e,multi_turn_long_context_89,multi_turn_long_context,0,165866,991,12224,13822.166666666666,82.58333333333333,1018.6666666666666,140.132,12,4,0,0,2,8,2.0,7,28858,9619.333333333334,2623.4545454545455,0,0,41466.5,247.75,3056.0,35.033,11.677666666666667,0.06789649999999998,"(19746.2, 16027502.0]",1b8b807ac0bd7c84709c807c7add4ccc,multi_turn_long_context,0,279251,632,3072,7756.972222222223,17.555555555555557,85.33333333333333,66.993,36,4,0,0,0,21,5.25,8,12274,4091.3333333333335,681.8888888888889,0,0,69812.75,158.0,768.0,16.74825,1.8609166666666666,0.07722074999999999,"(11069.0, 3811226.0]"
0231690f668235b6bba48e9519aa3de6,irrelevance_169,irrelevance,0,961,58,640,961.0,58.0,640.0,10.617,1,1,0,0,0,1,1.0,0,961,961.0,0.0,0,0,961.0,58.0,640.0,10.617,10.617,0.00163625,"(-0.001, 992.0]",a622b5427fc2ce9397131636433ef684,irrelevance,0,581,40,640,581.0,40.0,640.0,8.3,1,1,0,0,0,1,1.0,0,581,581.0,0.0,0,0,581.0,40.0,640.0,8.3,8.3,0.0015052499999999999,"(208.999, 612.0]"
023aef7dde72a8f02999ab831b5f35de,live_irrelevance_291-72-0,live_irrelevance,0,2207,135,576,1103.5,67.5,288.0,14.261999999999999,2,1,0,0,0,2,2.0,1,177,177.0,177.0,0,0,2207.0,135.0,576.0,14.261999999999999,7.130999999999999,0.00197375,"(1815.4, 19746.2]",0ce69332d8e356f6b0f9699fd7789bb9,live_irrelevance,0,744,43,320,744.0,43.0,320.0,4.1,1,1,0,0,0,1,1.0,0,744,744.0,0.0,0,0,744.0,43.0,320.0,4.1,4.1,0.0009119999999999999,"(612.0, 983.0]"
0267f1e3093b8da354c83699d2b37f7b,multi_turn_long_context_32,multi_turn_long_context,0,28988,980,4864,5797.6,196.0,972.8,61.766999999999996,5,2,0,0,2,4,2.0,3,1571,1571.0,392.75,0,0,14494.0,490.0,2432.0,30.883499999999998,12.353399999999999,0.018934999999999997,"(19746.2, 16027502.0]",710e8fda75ea768033db46fc1dc261de,multi_turn_long_context,0,95855,820,576,8714.09090909091,74.54545454545455,52.36363636363637,23.595000000000002,11,2,0,0,0,7,3.5,1,1544,1544.0,220.57142857142858,0,0,47927.5,410.0,288.0,11.797500000000001,2.145,0.02675575,"(11069.0, 3811226.0]"
02731bf5baf0591e43c2d4fe4e4fa833,live_irrelevance_276-60-1,live_irrelevance,0,987,54,1024,987.0,54.0,1024.0,12.333,1,1,0,0,0,1,1.0,0,987,987.0,0.0,0,0,987.0,54.0,1024.0,12.333,12.333,0.00240275,"(-0.001, 992.0]",2a05d2f7545cddd6da1e5d44d51fc311,live_irrelevance,0,625,35,320,625.0,35.0,320.0,3.753,1,1,0,0,0,1,1.0,0,625,625.0,0.0,0,0,625.0,35.0,320.0,3.753,3.753,0.0008662499999999999,"(612.0, 983.0]"
03711cf45f4ec4897b10d822ee42c1a6,multi_turn_long_context_9,multi_turn_long_context,0,79945,1611,12416,6662.083333333333,134.25,1034.6666666666667,147.49699999999999,12,3,0,0,4,10,3.3333333333333335,9,9023,4511.5,820.2727272727273,0,0,26648.333333333332,537.0,4138.666666666667,49.16566666666666,12.291416666666665,0.04804025000000001,"(19746.2, 16027502.0]",8be0b0476456499253c87cb7b887a46c,multi_turn_long_context,0,222938,704,7936,5573.45,17.6,198.4,112.11600000000001,40,3,0,0,0,25,8.333333333333334,15,3170,1585.0,117.4074074074074,0,0,74312.66666666667,234.66666666666666,2645.3333333333335,37.37200000000001,2.8029,0.07301450000000001,"(11069.0, 3811226.0]"
