trace_id_ptc,test_id,category_ptc,success_ptc,total_input_tokens_ptc,total_output_tokens_ptc,total_thinking_tokens_ptc,avg_input_tokens_per_step_ptc,avg_output_tokens_per_step_ptc,avg_thinking_tokens_per_step_ptc,total_llm_latency_sec_ptc,step_count_ptc,turn_count_ptc,error_ptc,runtime_error_count_ptc,tool_error_count_ptc,tool_call_count_ptc,avg_tool_calls_per_turn_ptc,redundant_tool_calls_ptc,context_growth_total_ptc,avg_context_growth_per_turn_ptc,avg_context_growth_per_step_ptc,self_corrected_runtime_ptc,self_corrected_tool_ptc,avg_input_tokens_per_turn_ptc,avg_output_tokens_per_turn_ptc,avg_thinking_tokens_per_turn_ptc,avg_llm_latency_per_turn_sec_ptc,avg_llm_latency_per_step_sec_ptc,total_cost_ptc,context_bin_ptc,trace_id_reg,category_reg,success_reg,total_input_tokens_reg,total_output_tokens_reg,total_thinking_tokens_reg,avg_input_tokens_per_step_reg,avg_output_tokens_per_step_reg,avg_thinking_tokens_per_step_reg,total_llm_latency_sec_reg,step_count_reg,turn_count_reg,error_reg,runtime_error_count_reg,tool_error_count_reg,tool_call_count_reg,avg_tool_calls_per_turn_reg,redundant_tool_calls_reg,context_growth_total_reg,avg_context_growth_per_turn_reg,avg_context_growth_per_step_reg,self_corrected_runtime_reg,self_corrected_tool_reg,avg_input_tokens_per_turn_reg,avg_output_tokens_per_turn_reg,avg_thinking_tokens_per_turn_reg,avg_llm_latency_per_turn_sec_reg,avg_llm_latency_per_step_sec_reg,total_cost_reg,context_bin_reg
001bec1e3424a4d0ff194473139cada5,live_multiple_919-191-7,live_multiple,0,1647,81,384,1647.0,81.0,384.0,7.938,1,1,0,0,0,1,1.0,0,1647,1647.0,0.0,0,0,1647.0,81.0,384.0,7.938,7.938,0.00134175,"(1242.6, 1810.4]",3d632080fad6eaae9f315d440063c31a,live_multiple,0,2287,63,448,2287.0,63.0,448.0,8.105,1,1,0,0,0,1,1.0,0,2287,2287.0,0.0,0,0,2287.0,63.0,448.0,8.105,8.105,0.00159375,"(1786.0, 11069.0]"
00370a5620b14bd4211c4339fa7bcd48,live_irrelevance_248-49-0,live_irrelevance,0,1739,181,1024,1739.0,181.0,1024.0,19.104,1,1,0,0,0,1,1.0,0,1739,1739.0,0.0,0,0,1739.0,181.0,1024.0,19.104,19.104,0.0028447499999999996,"(1242.6, 1810.4]",0658cbc6cab1839d2339a24fb42dd6a5,live_irrelevance,0,2120,59,2304,2120.0,59.0,2304.0,26.928,1,1,0,0,0,1,1.0,0,2120,2120.0,0.0,0,0,2120.0,59.0,2304.0,26.928,26.928,0.005256,"(1786.0, 11069.0]"
003e221113d1f413d3c60ff7c5932db2,live_irrelevance_167-22-0,live_irrelevance,0,1053,76,320,1053.0,76.0,320.0,5.899,1,1,0,0,0,1,1.0,0,1053,1053.0,0.0,0,0,1053.0,76.0,320.0,5.899,5.899,0.00105525,"(992.0, 1242.6]",2946f731fcfe4da4dcd2c78b079ad13b,live_irrelevance,0,782,61,320,782.0,61.0,320.0,7.245,1,1,0,0,0,2,2.0,1,782,782.0,0.0,0,0,782.0,61.0,320.0,7.245,7.245,0.0009574999999999999,"(612.0, 983.0]"
0048aad5ea47be7760e03d000bcf8303,live_irrelevance_451-119-0,live_irrelevance,0,1071,70,1472,1071.0,70.0,1472.0,14.626,1,1,0,0,0,1,1.0,0,1071,1071.0,0.0,0,0,1071.0,70.0,1472.0,14.626,14.626,0.00335175,"(992.0, 1242.6]",68cc2dc1bbf6474ccc83fed88ca5c36e,live_irrelevance,0,759,119,832,759.0,119.0,832.0,12.885,1,1,0,0,0,2,2.0,1,759,759.0,0.0,0,0,759.0,119.0,832.0,12.885,12.885,0.00209175,"(612.0, 983.0]"
008a929b160a96f1047429184c04f09b,live_simple_129-83-1,live_simple,0,1010,80,320,1010.0,80.0,320.0,5.541,1,1,0,0,0,1,1.0,0,1010,1010.0,0.0,0,0,1010.0,80.0,320.0,5.541,5.541,0.0010525,"(992.0, 1242.6]",0133adc18ec731e7026f0a613ea0ff73,live_simple,0,688,64,448,688.0,64.0,448.0,6.768,1,1,0,0,0,1,1.0,0,688,688.0,0.0,0,0,688.0,64.0,448.0,6.768,6.768,0.001196,"(612.0, 983.0]"
00c3da004e8288a71d6f4974cb6c9d6a,multi_turn_miss_func_140,multi_turn_miss_func,0,89374,3252,8576,4965.222222222223,180.66666666666666,476.44444444444446,139.779,18,5,0,0,0,13,2.6,12,1842,460.5,108.3529411764706,0,0,17874.8,650.4,1715.2,27.9558,7.765499999999999,0.0459995,"(17488.2, 2653976.0]",19685626db4af3334a331aaa5a93eb5b,multi_turn_miss_func,0,127862,584,2944,9133.0,41.714285714285715,210.28571428571428,50.806,14,5,0,0,0,10,2.0,2,1186,296.5,91.23076923076923,0,0,25572.4,116.8,588.8,10.1612,3.629,0.0390215,"(11069.0, 5611636.0]"
010e7c539d264725022f61c82a20fe68,live_multiple_823-177-6,live_multiple,0,1585,52,1152,1585.0,52.0,1152.0,15.684,1,1,0,0,0,0,0.0,0,1585,1585.0,0.0,0,0,1585.0,52.0,1152.0,15.684,15.684,0.00280425,"(1242.6, 1810.4]",06c2f18817a5caaccbea1bbcaf3a29d4,live_multiple,0,2139,54,1088,2139.0,54.0,1088.0,14.279,1,1,0,0,0,1,1.0,0,2139,2139.0,0.0,0,0,2139.0,54.0,1088.0,14.279,14.279,0.00281875,"(1786.0, 11069.0]"
0117bdd4778adebd6f10d7e4d7826c77,live_irrelevance_504-148-1,live_irrelevance,0,1111,90,320,1111.0,90.0,320.0,4.6850000000000005,1,1,0,0,0,1,1.0,0,1111,1111.0,0.0,0,0,1111.0,90.0,320.0,4.6850000000000005,4.6850000000000005,0.00109775,"(992.0, 1242.6]",fd6e2d2c0cdf311357e998839795a66f,live_irrelevance,0,915,78,896,915.0,78.0,896.0,16.067,1,1,0,0,0,1,1.0,0,915,915.0,0.0,0,0,915.0,78.0,896.0,16.067,16.067,0.00217675,"(612.0, 983.0]"
011c61b0479f89ae1c894586a4eb5c4c,multi_turn_miss_func_16,multi_turn_miss_func,0,27326,975,8640,3903.714285714286,139.28571428571428,1234.2857142857142,92.119,7,2,0,0,5,6,3.0,5,1599,1599.0,266.5,0,0,13663.0,487.5,4320.0,46.0595,13.159857142857144,0.0260615,"(17488.2, 2653976.0]",a54f5b27a65f867b24080affed654f0a,multi_turn_miss_func,0,104070,375,12096,3469.0,12.5,403.2,159.349,30,4,1,0,0,13,3.25,6,988,329.3333333333333,61.75,0,0,26017.5,93.75,3024.0,39.83725,5.311633333333333,0.0509595,"(11069.0, 5611636.0]"
0184e73a0b2b3c0a14f091991edf5808,multiple_94,multiple,0,1155,64,512,1155.0,64.0,512.0,15.044,1,1,0,0,0,1,1.0,0,1155,1155.0,0.0,0,0,1155.0,64.0,512.0,15.044,15.044,0.00144075,"(992.0, 1242.6]",316cd7d858b59eb65b23e573a16e2c5e,multiple,0,1066,43,192,1066.0,43.0,192.0,3.5629999999999997,1,1,0,0,0,1,1.0,0,1066,1066.0,0.0,0,0,1066.0,43.0,192.0,3.5629999999999997,3.5629999999999997,0.0007365000000000001,"(983.0, 1786.0]"
