trace_id,test_id,category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec,total_cost
000b81fe97db8b092982a24f46544429,live_simple_21-4-1,live_simple,1,979,50,384,979.0,50.0,384.0,6.062,1,1,0,0,0,1,1.0,0,979,979.0,0.0,0,0,979.0,50.0,384.0,6.062,6.062,0.00111275
000fb77490c234ff498b66602970b266,live_multiple_425-141-14,live_multiple,0,1494,52,1152,1494.0,52.0,1152.0,14.695,1,1,0,0,0,0,0.0,0,1494,1494.0,0.0,0,0,1494.0,52.0,1152.0,14.695,14.695,0.0027815
0046700c0a4afe920db8854dc1fc9b51,simple_python_382,simple_python,1,994,71,512,994.0,71.0,512.0,9.454,1,1,0,0,0,1,1.0,0,994,994.0,0.0,0,0,994.0,71.0,512.0,9.454,9.454,0.0014145
004e15d66ef2405f07838c697c9e32c1,multi_turn_miss_param_29,multi_turn_miss_param,0,28186,302,2880,3523.25,37.75,360.0,39.50699999999999,8,4,0,0,0,4,1.0,3,421,140.33333333333334,60.142857142857146,0,0,7046.5,75.5,720.0,9.876749999999998,4.938374999999999,0.013410499999999999
006d8be1aa317564d690f9ce6f1c6476,live_irrelevance_197-32-10,live_irrelevance,1,2079,104,768,1039.5,52.0,384.0,14.623000000000001,2,1,0,0,0,1,1.0,0,145,145.0,145.0,0,0,2079.0,104.0,768.0,14.623000000000001,7.3115000000000006,0.00226375
006f2be09de2648be2e704d1184080b9,live_simple_168-99-2,live_simple,0,964,46,1216,964.0,46.0,1216.0,20.265,1,1,0,0,0,1,1.0,0,964,964.0,0.0,0,0,964.0,46.0,1216.0,20.265,20.265,0.0027649999999999997
00701dfd477f54989c69d3a766dc7053,multi_turn_miss_func_92,multi_turn_miss_func,0,163829,2920,18880,5649.275862068966,100.6896551724138,651.0344827586207,226.36900000000003,29,6,0,0,3,23,3.8333333333333335,22,4254,850.8,151.92857142857142,0,0,27304.833333333332,486.6666666666667,3146.6666666666665,37.728166666666674,7.805827586206897,0.08455724999999999
00747d7cfc868efba6b04602567803de,live_irrelevance_232-38-0,live_irrelevance,0,25884,1357,6208,2353.090909090909,123.36363636363636,564.3636363636364,104.27999999999999,11,1,0,0,0,11,11.0,10,2766,2766.0,276.6,0,0,25884.0,1357.0,6208.0,104.27999999999999,9.479999999999999,0.021601000000000002
0086316fd47dc20bb5dd89c0991efd49,live_irrelevance_441-112-0,live_irrelevance,1,938,55,896,938.0,55.0,896.0,10.645,1,1,0,0,0,0,0.0,0,938,938.0,0.0,0,0,938.0,55.0,896.0,10.645,10.645,0.0021365
0086ce027f658f7363b9327953243ec8,live_irrelevance_547-169-0,live_irrelevance,1,0,0,0,0.0,0.0,0.0,0.25400000000000006,7,2,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.12700000000000003,0.036285714285714296,0.0
