trace_id,test_id,category,success,total_input_tokens,total_output_tokens,total_thinking_tokens,avg_input_tokens_per_step,avg_output_tokens_per_step,avg_thinking_tokens_per_step,total_llm_latency_sec,step_count,turn_count,error_count,runtime_error_count,tool_error_count,tool_call_count,avg_tool_calls_per_turn,redundant_tool_calls,context_growth_total,avg_context_growth_per_turn,avg_context_growth_per_step,self_corrected_runtime,self_corrected_tool,avg_input_tokens_per_turn,avg_output_tokens_per_turn,avg_thinking_tokens_per_turn,avg_llm_latency_per_turn_sec,avg_llm_latency_per_step_sec
0396392ca5afcc602b197221064d49b3,multi_turn_base_112,multi_turn_base,0,86828,820,0,10853.5,102.5,0.0,70.849,8,4,0,0,0,4,1.0,3,1300,433.3333333333333,185.71428571428572,0,0,21707.0,205.0,0.0,17.71225,8.856125
bf96672006e7da3531d5e383b9449cc7,multi_turn_base_157,multi_turn_base,1,72656,348,0,12109.333333333334,58.0,0.0,20.655,6,3,0,0,0,3,1.0,2,614,307.0,122.8,0,0,24218.666666666668,116.0,0.0,6.885000000000001,3.4425000000000003
313137ce856824caaba04acaa267093d,multi_turn_base_134,multi_turn_base,0,65466,454,0,10911.0,75.66666666666667,0.0,32.704,6,3,0,0,1,3,1.0,2,1096,548.0,219.2,0,0,21822.0,151.33333333333334,0.0,10.901333333333334,5.450666666666667
ed341e22b672215048eb3a065a9bde6e,multi_turn_base_136,multi_turn_base,1,100398,1138,0,11155.333333333334,126.44444444444444,0.0,96.64899999999999,9,4,0,0,0,5,1.25,4,1726,575.3333333333334,215.75,0,0,25099.5,284.5,0.0,24.162249999999997,10.738777777777777
ea4efeab14bc6429c4b4ddce4119fe30,multi_turn_base_185,multi_turn_base,0,107226,4336,0,11914.0,481.77777777777777,0.0,118.95300000000002,9,3,0,0,0,6,2.0,5,2230,1115.0,278.75,0,0,35742.0,1445.3333333333333,0.0,39.651,13.217000000000002
8e73bf200be78e95446f5627e1e19cdb,multi_turn_base_144,multi_turn_base,0,42432,730,0,10608.0,182.5,0.0,31.201,4,2,0,0,0,2,1.0,1,840,840.0,280.0,0,0,21216.0,365.0,0.0,15.6005,7.80025
47369eb4101eb4aab8c5bb3d85c97f18,multi_turn_base_189,multi_turn_base,0,106760,976,0,13345.0,122.0,0.0,79.82900000000001,8,3,0,0,1,5,1.6666666666666667,4,1464,732.0,209.14285714285714,0,0,35586.666666666664,325.3333333333333,0.0,26.60966666666667,9.978625000000001
6d182304eec86d8c222b18f474cfaf7f,multi_turn_base_81,multi_turn_base,0,105694,884,0,13211.75,110.5,0.0,75.084,8,4,0,0,1,4,1.0,3,1346,448.6666666666667,192.28571428571428,0,0,26423.5,221.0,0.0,18.771,9.3855
3c31e5cae2be63f8bd4f7718142c48c4,multi_turn_base_161,multi_turn_base,1,74934,482,0,12489.0,80.33333333333333,0.0,29.561,6,3,0,0,0,3,1.0,2,960,480.0,192.0,0,0,24978.0,160.66666666666666,0.0,9.853666666666667,4.926833333333334
326aa92870b8a31fa5eef5607f7e3cbd,multi_turn_base_177,multi_turn_base,0,57376,468,0,11475.2,93.6,0.0,22.636000000000003,5,2,0,0,1,3,1.5,2,684,684.0,171.0,0,0,28688.0,234.0,0.0,11.318000000000001,4.527200000000001
