trace_id_ptc,test_id,category_ptc,success_ptc,total_input_tokens_ptc,total_output_tokens_ptc,total_thinking_tokens_ptc,avg_input_tokens_per_step_ptc,avg_output_tokens_per_step_ptc,avg_thinking_tokens_per_step_ptc,total_llm_latency_sec_ptc,step_count_ptc,turn_count_ptc,error_ptc,runtime_error_count_ptc,tool_error_count_ptc,tool_call_count_ptc,avg_tool_calls_per_turn_ptc,redundant_tool_calls_ptc,context_growth_total_ptc,avg_context_growth_per_turn_ptc,avg_context_growth_per_step_ptc,self_corrected_runtime_ptc,self_corrected_tool_ptc,avg_input_tokens_per_turn_ptc,avg_output_tokens_per_turn_ptc,avg_thinking_tokens_per_turn_ptc,avg_llm_latency_per_turn_sec_ptc,avg_llm_latency_per_step_sec_ptc,total_cost_ptc,context_bin_ptc,trace_id_reg,category_reg,success_reg,total_input_tokens_reg,total_output_tokens_reg,total_thinking_tokens_reg,avg_input_tokens_per_step_reg,avg_output_tokens_per_step_reg,avg_thinking_tokens_per_step_reg,total_llm_latency_sec_reg,step_count_reg,turn_count_reg,error_reg,runtime_error_count_reg,tool_error_count_reg,tool_call_count_reg,avg_tool_calls_per_turn_reg,redundant_tool_calls_reg,context_growth_total_reg,avg_context_growth_per_turn_reg,avg_context_growth_per_step_reg,self_corrected_runtime_reg,self_corrected_tool_reg,avg_input_tokens_per_turn_reg,avg_output_tokens_per_turn_reg,avg_thinking_tokens_per_turn_reg,avg_llm_latency_per_turn_sec_reg,avg_llm_latency_per_step_sec_reg,total_cost_reg,context_bin_reg
000bf2f874009bab78d4e22120cd155e,irrelevance_146,irrelevance,1,1024,16,0,1024.0,16.0,0.0,1.298,1,1,0,0,0,0,0.0,0,1024,1024.0,0.0,0,0,1024.0,16.0,0.0,1.298,1.298,0,"(-0.001, 1053.0]",c59757f4fa99081bbd4d76445876e471,irrelevance,1,594,20,0,594.0,20.0,0.0,1.5939999999999999,1,1,0,0,0,0,0.0,0,594,594.0,0.0,0,0,594.0,20.0,0.0,1.5939999999999999,1.5939999999999999,0,"(242.999, 646.0]"
002a71d9d4f6a3634619af1f68009079,live_multiple_689-164-5,live_multiple,1,1523,61,0,1523.0,61.0,0.0,1.65,1,1,0,0,0,1,1.0,0,1523,1523.0,0.0,0,0,1523.0,61.0,0.0,1.65,1.65,0,"(1263.0, 1680.0]",72f4c459f736ff80af30d833974dcc10,live_multiple,1,1934,37,0,1934.0,37.0,0.0,3.637,1,1,0,0,0,1,1.0,0,1934,1934.0,0.0,0,0,1934.0,37.0,0.0,3.637,3.637,0,"(1152.0, 2192.0]"
007f7684bdf98d7c5409ca40d1c97040,irrelevance_114,irrelevance,1,1008,22,0,1008.0,22.0,0.0,1.616,1,1,0,0,0,0,0.0,0,1008,1008.0,0.0,0,0,1008.0,22.0,0.0,1.616,1.616,0,"(-0.001, 1053.0]",7504b7d7c4c62f5da495fdc25efa3de0,irrelevance,1,582,34,0,582.0,34.0,0.0,2.395,1,1,0,0,0,0,0.0,0,582,582.0,0.0,0,0,582.0,34.0,0.0,2.395,2.395,0,"(242.999, 646.0]"
0096d35a79d8237d0722af9d7dfd72b5,live_multiple_411-141-0,live_multiple,1,1614,59,0,1614.0,59.0,0.0,2.624,1,1,0,0,0,1,1.0,0,1614,1614.0,0.0,0,0,1614.0,59.0,0.0,2.624,2.624,0,"(1263.0, 1680.0]",c38e339935bd079835b874b6cad436ac,live_multiple,1,2354,35,0,2354.0,35.0,0.0,4.835,1,1,0,0,0,1,1.0,0,2354,2354.0,0.0,0,0,2354.0,35.0,0.0,4.835,4.835,0,"(2192.0, 10926.0]"
00b1c34fd9f12dc0e540323a515b5788,multi_turn_miss_param_50,multi_turn_miss_param,1,18614,161,0,4653.5,40.25,0.0,76.131,4,2,0,0,0,2,1.0,1,258,258.0,86.0,0,0,9307.0,80.5,0.0,38.0655,19.03275,0,"(6525.0, 467688.0]",91a4cd09411a5c66e6c36a2fbc3182df,multi_turn_miss_param,1,38697,84,0,9674.25,21.0,0.0,226.862,4,2,0,0,0,3,1.5,1,212,212.0,70.66666666666667,0,0,19348.5,42.0,0.0,113.431,56.7155,0,"(10926.0, 635886.0]"
00cbe09b00a43cde94262f3432c58e33,live_simple_182-107-0,live_simple,1,1153,83,0,1153.0,83.0,0.0,2.6879999999999997,1,1,0,0,0,1,1.0,0,1153,1153.0,0.0,0,0,1153.0,83.0,0.0,2.6879999999999997,2.6879999999999997,0,"(1053.0, 1263.0]",889a97ad4b7dddbee932dd4d94877dd4,live_simple,1,918,51,0,918.0,51.0,0.0,2.094,1,1,0,0,0,1,1.0,0,918,918.0,0.0,0,0,918.0,51.0,0.0,2.094,2.094,0,"(646.0, 1152.0]"
017cb59d29f03f65244357cad9aca1de,live_multiple_557-154-3,live_multiple,1,1767,99,0,1767.0,99.0,0.0,2.441,1,1,0,0,0,1,1.0,0,1767,1767.0,0.0,0,0,1767.0,99.0,0.0,2.441,2.441,0,"(1680.0, 6525.0]",a4e706eb6282e9dd41d4607daabc462a,live_multiple,1,2694,69,0,2694.0,69.0,0.0,5.864,1,1,0,0,0,1,1.0,0,2694,2694.0,0.0,0,0,2694.0,69.0,0.0,5.864,5.864,0,"(2192.0, 10926.0]"
0186fe0b9d2df209d9eeede88695bf6d,multi_turn_miss_param_139,multi_turn_miss_param,1,40572,754,0,5796.0,107.71428571428571,0.0,160.559,7,3,0,0,0,4,1.3333333333333333,3,889,444.5,148.16666666666666,0,0,13524.0,251.33333333333334,0.0,53.519666666666666,22.937,0,"(6525.0, 467688.0]",d59ae570af9babf11079f9500d622fa4,multi_turn_miss_param,1,92857,104,0,13265.285714285714,14.857142857142858,0.0,343.615,7,3,0,0,0,4,1.3333333333333333,1,235,117.5,39.166666666666664,0,0,30952.333333333332,34.666666666666664,0.0,114.53833333333334,49.087857142857146,0,"(10926.0, 635886.0]"
018bad40376fac1dea5896f56e03482b,live_multiple_237-106-3,live_multiple,1,1335,45,0,1335.0,45.0,0.0,2.426,1,1,0,0,0,1,1.0,0,1335,1335.0,0.0,0,0,1335.0,45.0,0.0,2.426,2.426,0,"(1263.0, 1680.0]",af0585a75c9a554a3fb389a4bd4d1074,live_multiple,1,1499,29,0,1499.0,29.0,0.0,6.035,1,1,0,0,0,1,1.0,0,1499,1499.0,0.0,0,0,1499.0,29.0,0.0,6.035,6.035,0,"(1152.0, 2192.0]"
019633b541bbf39df594a5b503e03e19,live_multiple_99-42-3,live_multiple,1,2311,31,0,2311.0,31.0,0.0,2.005,1,1,0,0,0,1,1.0,0,2311,2311.0,0.0,0,0,2311.0,31.0,0.0,2.005,2.005,0,"(1680.0, 6525.0]",b15bf39fd2307c5f622a0a4ae0b48ad1,live_multiple,1,4280,18,0,4280.0,18.0,0.0,4.214,1,1,0,0,0,1,1.0,0,4280,4280.0,0.0,0,0,4280.0,18.0,0.0,4.214,4.214,0,"(2192.0, 10926.0]"
019ac3f8424796e0336619c64cb66f13,live_multiple_373-134-18,live_multiple,1,1577,60,0,1577.0,60.0,0.0,1.7029999999999998,1,1,0,0,0,1,1.0,0,1577,1577.0,0.0,0,0,1577.0,60.0,0.0,1.7029999999999998,1.7029999999999998,0,"(1263.0, 1680.0]",2986b26ae0829531a14ef9f6afaa177c,live_multiple,1,2169,36,0,2169.0,36.0,0.0,3.143,1,1,0,0,0,1,1.0,0,2169,2169.0,0.0,0,0,2169.0,36.0,0.0,3.143,3.143,0,"(1152.0, 2192.0]"
01d9793b5358b9ec3e74230f2689baf5,live_irrelevance_636-202-0,live_irrelevance,1,2626,71,0,1313.0,35.5,0.0,4.702,2,1,0,0,0,1,1.0,0,106,106.0,106.0,0,0,2626.0,71.0,0.0,4.702,2.351,0,"(1680.0, 6525.0]",8f423f508c0a503cf87e699b6b6b587f,live_irrelevance,1,1243,106,0,1243.0,106.0,0.0,11.686,1,1,0,0,0,0,0.0,0,1243,1243.0,0.0,0,0,1243.0,106.0,0.0,11.686,11.686,0,"(1152.0, 2192.0]"
01ec686b929dc05e75885bb5811e9799,multiple_160,multiple,1,1368,49,0,1368.0,49.0,0.0,2.549,1,1,0,0,0,1,1.0,0,1368,1368.0,0.0,0,0,1368.0,49.0,0.0,2.549,2.549,0,"(1263.0, 1680.0]",91f7165818d53faabb265ca892348dff,multiple,1,1636,27,0,1636.0,27.0,0.0,4.763,1,1,0,0,0,1,1.0,0,1636,1636.0,0.0,0,0,1636.0,27.0,0.0,4.763,4.763,0,"(1152.0, 2192.0]"
0244e415bb4f8d4939b4d9f863046938,live_irrelevance_120-9-0,live_irrelevance,1,329,64,0,329.0,64.0,0.0,2.698,1,1,0,0,0,0,0.0,0,329,329.0,0.0,0,0,329.0,64.0,0.0,2.698,2.698,0,"(-0.001, 1053.0]",d8609ba4a35e9b29226c1c5974c895fe,live_irrelevance,1,243,2,0,243.0,2.0,0.0,0.845,1,1,0,0,0,0,0.0,0,243,243.0,0.0,0,0,243.0,2.0,0.0,0.845,0.845,0,"(242.999, 646.0]"
02589479c60b554d3f5088ddf40b62ff,live_multiple_347-133-11,live_multiple,1,1610,70,0,1610.0,70.0,0.0,1.803,1,1,0,0,0,1,1.0,0,1610,1610.0,0.0,0,0,1610.0,70.0,0.0,1.803,1.803,0,"(1263.0, 1680.0]",42fd93ff2fe8cc31fc43614e25dc2d3c,live_multiple,1,2242,27,0,2242.0,27.0,0.0,3.181,1,1,0,0,0,1,1.0,0,2242,2242.0,0.0,0,0,2242.0,27.0,0.0,3.181,3.181,0,"(2192.0, 10926.0]"
027b25727383f9bc45899d50c3084aa0,live_multiple_783-173-5,live_multiple,1,1376,46,0,1376.0,46.0,0.0,1.465,1,1,0,0,0,1,1.0,0,1376,1376.0,0.0,0,0,1376.0,46.0,0.0,1.465,1.465,0,"(1263.0, 1680.0]",8a706bb50581f92c932a3c2d71fcb0a6,live_multiple,1,1427,27,0,1427.0,27.0,0.0,3.154,1,1,0,0,0,1,1.0,0,1427,1427.0,0.0,0,0,1427.0,27.0,0.0,3.154,3.154,0,"(1152.0, 2192.0]"
028095e13be4132efee63bf04c874713,live_irrelevance_7-0-7,live_irrelevance,1,1469,37,0,1469.0,37.0,0.0,1.677,1,1,0,0,0,0,0.0,0,1469,1469.0,0.0,0,0,1469.0,37.0,0.0,1.677,1.677,0,"(1263.0, 1680.0]",29f5f4f5f5c527e25eecaa610c95e959,live_irrelevance,1,2043,33,0,2043.0,33.0,0.0,2.038,1,1,0,0,0,0,0.0,0,2043,2043.0,0.0,0,0,2043.0,33.0,0.0,2.038,2.038,0,"(1152.0, 2192.0]"
02b395d5c5d12dd0624a3596f206e6ad,simple_python_84,simple_python,1,1028,43,0,1028.0,43.0,0.0,2.201,1,1,0,0,0,1,1.0,0,1028,1028.0,0.0,0,0,1028.0,43.0,0.0,2.201,2.201,0,"(-0.001, 1053.0]",697143e73d50043eafe5181055cb03a0,simple_python,1,585,20,0,585.0,20.0,0.0,1.808,1,1,0,0,0,1,1.0,0,585,585.0,0.0,0,0,585.0,20.0,0.0,1.808,1.808,0,"(242.999, 646.0]"
02c66f2570116568458890803a49cc5b,live_multiple_992-223-0,live_multiple,1,1375,36,0,1375.0,36.0,0.0,2.296,1,1,0,0,0,1,1.0,0,1375,1375.0,0.0,0,0,1375.0,36.0,0.0,2.296,2.296,0,"(1263.0, 1680.0]",d94278ce23a6e996b72d81333f2e6117,live_multiple,1,1574,22,0,1574.0,22.0,0.0,4.546,1,1,0,0,0,1,1.0,0,1574,1574.0,0.0,0,0,1574.0,22.0,0.0,4.546,4.546,0,"(1152.0, 2192.0]"
0314332d6897e21a69202977f7937187,multi_turn_miss_param_118,multi_turn_miss_param,1,41110,481,0,3737.2727272727275,43.72727272727273,0.0,190.04800000000003,11,6,0,0,0,5,0.8333333333333334,4,819,163.8,81.9,0,0,6851.666666666667,80.16666666666667,0.0,31.67466666666667,17.277090909090912,0,"(6525.0, 467688.0]",558034f6645c3ebb71e7cc859b7e324f,multi_turn_miss_param,1,93046,452,0,7753.833333333333,37.666666666666664,0.0,596.996,12,6,0,0,0,6,1.0,0,869,173.8,79.0,0,0,15507.666666666666,75.33333333333333,0.0,99.49933333333333,49.74966666666666,0,"(10926.0, 635886.0]"
03445bda4422486b8fd2602da030b249,live_irrelevance_730-245-0,live_irrelevance,1,2704,33,0,1352.0,16.5,0.0,4.167999999999999,2,1,0,0,0,1,1.0,0,134,134.0,134.0,0,0,2704.0,33.0,0.0,4.167999999999999,2.0839999999999996,0,"(1680.0, 6525.0]",bbe3ed6c6798785482e78fa0023856c5,live_irrelevance,1,1201,25,0,1201.0,25.0,0.0,3.914,1,1,0,0,0,0,0.0,0,1201,1201.0,0.0,0,0,1201.0,25.0,0.0,3.914,3.914,0,"(1152.0, 2192.0]"
03602a1de93e1b6b61e8178bc6c61e63,live_irrelevance_708-232-0,live_irrelevance,1,990,1,0,990.0,1.0,0.0,0.972,1,1,0,0,0,0,0.0,0,990,990.0,0.0,0,0,990.0,1.0,0.0,0.972,0.972,0,"(-0.001, 1053.0]",68b3614dcf7c9886382fbc496cea10ce,live_irrelevance,1,531,1,0,531.0,1.0,0.0,3.51,1,1,0,0,0,0,0.0,0,531,531.0,0.0,0,0,531.0,1.0,0.0,3.51,3.51,0,"(242.999, 646.0]"
03742d04d1530970c16e2ea5778b05b2,live_irrelevance_321-76-19,live_irrelevance,1,1449,1291,0,1449.0,1291.0,0.0,41.776,1,1,0,0,0,0,0.0,0,1449,1449.0,0.0,0,0,1449.0,1291.0,0.0,41.776,41.776,0,"(1263.0, 1680.0]",e99f9bfd2a93169fb14cb3291d164295,live_irrelevance,1,2114,168,0,2114.0,168.0,0.0,8.668,1,1,0,0,0,0,0.0,0,2114,2114.0,0.0,0,0,2114.0,168.0,0.0,8.668,8.668,0,"(1152.0, 2192.0]"
03da77cd198a5bd97125d3a9f00d8aee,multiple_65,multiple,1,1182,45,0,1182.0,45.0,0.0,2.415,1,1,0,0,0,1,1.0,0,1182,1182.0,0.0,0,0,1182.0,45.0,0.0,2.415,2.415,0,"(1053.0, 1263.0]",54b1a1d981c6b85052847c86975b45eb,multiple,1,1128,26,0,1128.0,26.0,0.0,3.789,1,1,0,0,0,1,1.0,0,1128,1128.0,0.0,0,0,1128.0,26.0,0.0,3.789,3.789,0,"(646.0, 1152.0]"
04364f06ba20be5b898d2dee091d38cf,live_irrelevance_28-2-16,live_irrelevance,1,1053,25,0,1053.0,25.0,0.0,1.216,1,1,0,0,0,0,0.0,0,1053,1053.0,0.0,0,0,1053.0,25.0,0.0,1.216,1.216,0,"(-0.001, 1053.0]",f8251aa36817c44eca85ec7a1541eada,live_irrelevance,1,634,20,0,634.0,20.0,0.0,1.437,1,1,0,0,0,0,0.0,0,634,634.0,0.0,0,0,634.0,20.0,0.0,1.437,1.437,0,"(242.999, 646.0]"
047956a7d9c5397795553ace3aa75c28,live_multiple_807-175-13,live_multiple,1,2098,57,0,2098.0,57.0,0.0,1.4889999999999999,1,1,0,0,0,1,1.0,0,2098,2098.0,0.0,0,0,2098.0,57.0,0.0,1.4889999999999999,1.4889999999999999,0,"(1680.0, 6525.0]",3166a79170e91c8b42cfd129f3eaabca,live_multiple,1,3621,37,0,3621.0,37.0,0.0,3.176,1,1,0,0,0,1,1.0,0,3621,3621.0,0.0,0,0,3621.0,37.0,0.0,3.176,3.176,0,"(2192.0, 10926.0]"
04900bf8b9236854c0e0acf49726d39d,simple_python_143,simple_python,1,1014,51,0,1014.0,51.0,0.0,2.129,1,1,0,0,0,1,1.0,0,1014,1014.0,0.0,0,0,1014.0,51.0,0.0,2.129,2.129,0,"(-0.001, 1053.0]",d38583a6e4641f0c4f270b5613189752,simple_python,1,571,27,0,571.0,27.0,0.0,2.0,1,1,0,0,0,1,1.0,0,571,571.0,0.0,0,0,571.0,27.0,0.0,2.0,2.0,0,"(242.999, 646.0]"
04a03d70b2ebdb8fdee2f0851a4c9d86,live_irrelevance_18-2-6,live_irrelevance,1,1067,46,0,1067.0,46.0,0.0,1.7189999999999999,1,1,0,0,0,0,0.0,0,1067,1067.0,0.0,0,0,1067.0,46.0,0.0,1.7189999999999999,1.7189999999999999,0,"(1053.0, 1263.0]",dd0f1efaf91199f83cf5a4dd1822b9db,live_irrelevance,1,648,25,0,648.0,25.0,0.0,1.635,1,1,0,0,0,0,0.0,0,648,648.0,0.0,0,0,648.0,25.0,0.0,1.635,1.635,0,"(646.0, 1152.0]"
